timestamp,open,high,low,close,volume,datetime
1700136800000,49151.13296459825,49174.35833431435,48985.820772952684,49015.12802028255,557.1757090131839,2023-11-16 12:13:20
1700140400000,49015.12802028255,49435.66621460269,48895.99767056228,49388.282922511506,528.2768043169149,2023-11-16 13:13:20
1700144000000,49388.282922511506,49466.99138288575,49077.4870305653,49193.34658846604,610.3411591758552,2023-11-16 14:13:20
1700147600000,49193.34658846604,49427.29990700855,49111.14057246659,49386.0218143149,1148.3964913269738,2023-11-16 15:13:20
1700151200000,49386.0218143149,49461.39543075065,49247.99274815178,49336.94419111433,607.9051424827192,2023-11-16 16:13:20
1700154800000,49336.94419111433,49371.059388596,49293.85476929851,49321.52384923151,613.5916245180119,2023-11-16 17:13:20
1700158400000,49321.52384923151,49469.47763532282,49295.058165907714,49324.12422760709,1560.0845832948094,2023-11-16 18:13:20
1700162000000,49324.12422760709,49534.97345280172,49217.03497780098,49449.257697160094,441.23620762159265,2023-11-16 19:13:20
1700165600000,49449.257697160094,49520.657746569304,49357.24137763757,49404.56514009492,236.4144563284364,2023-11-16 20:13:20
1700169200000,49404.56514009492,49556.04986256351,49190.55490127454,49235.20639648124,628.1993971617362,2023-11-16 21:13:20
1700172800000,49235.20639648124,49402.599023178474,49217.88830389612,49278.02514530728,392.6586898644184,2023-11-16 22:13:20
1700176400000,49278.02514530728,49293.397655901834,49095.43278622245,49101.25365806705,771.4851489153116,2023-11-16 23:13:20
1700180000000,49101.25365806705,49228.889582773525,48992.94853374952,49172.8111301367,726.9010260174515,2023-11-17 00:13:20
1700183600000,49172.8111301367,49266.593634128214,48845.77372982442,48897.27725654528,456.8929754561044,2023-11-17 01:13:20
1700187200000,48897.27725654528,49385.559942871965,48840.18820547597,49000.286793806496,767.7828200902994,2023-11-17 02:13:20
1700190800000,49000.286793806496,49256.22627163572,48968.75986934246,49191.08714650514,579.4846102466338,2023-11-17 03:13:20
1700194400000,49191.08714650514,49214.76900717914,48987.98574881471,49036.52210359762,240.93706969316128,2023-11-17 04:13:20
1700198000000,49036.52210359762,49686.18033619149,48967.89608456017,49499.45381693232,1006.3579355948258,2023-11-17 05:13:20
1700201600000,49499.45381693232,49608.348876629054,49398.639441864885,49405.06744377443,738.872388964653,2023-11-17 06:13:20
1700205200000,49405.06744377443,49473.0272186679,49188.970038750726,49262.00670192244,308.2292947909874,2023-11-17 07:13:20
1700208800000,49262.00670192244,49336.28110466378,49047.61229298991,49271.1210699032,516.9595111590056,2023-11-17 08:13:20
1700212400000,49271.1210699032,49289.766501380145,48799.913906094844,48866.09255257168,626.216667398112,2023-11-17 09:13:20
1700216000000,48866.09255257168,48877.56619671837,48657.089676987096,48707.588404885144,632.8775970850608,2023-11-17 10:13:20
1700219600000,48707.588404885144,48741.03852846924,48420.034592357886,48467.529123473985,526.664616286856,2023-11-17 11:13:20
1700223200000,48467.529123473985,48861.1181426263,48341.44072804048,48820.61997153021,658.930973527388,2023-11-17 12:13:20
1700226800000,48820.61997153021,49348.29773698785,48668.6829749348,49245.05121093273,442.1170364331257,2023-11-17 13:13:20
1700230400000,49245.05121093273,49569.20038733193,49200.66926811811,49498.43344077006,587.3170267146684,2023-11-17 14:13:20
1700234000000,49498.43344077006,49504.38597637624,48988.92061244753,49313.04734645444,712.1938206671449,2023-11-17 15:13:20
1700237600000,49313.04734645444,49437.825664650925,49099.29258578264,49262.53371617581,915.0706889803164,2023-11-17 16:13:20
1700241200000,49262.53371617581,49275.60777390442,49030.397489929805,49174.52481883641,917.9310755897197,2023-11-17 17:13:20
1700244800000,49174.52481883641,49408.18087536936,49076.37395373162,49407.1575692674,431.0517371316354,2023-11-17 18:13:20
1700248400000,49407.1575692674,49506.99119609798,49400.1773607684,49446.9695083821,392.6567984308801,2023-11-17 19:13:20
1700252000000,49446.9695083821,49535.88604488445,49288.367826767564,49469.67297743235,818.9077494134245,2023-11-17 20:13:20
1700255600000,49469.67297743235,50091.48843231585,49454.49446792879,49896.2796523636,494.1586032422883,2023-11-17 21:13:20
1700259200000,49896.2796523636,50014.747977892664,49875.46742732787,49952.478025910605,446.50046732941644,2023-11-17 22:13:20
1700262800000,49952.478025910605,50037.43823561271,49798.90352592526,49834.605074521765,546.4547976303271,2023-11-17 23:13:20
1700266400000,49834.605074521765,50045.25500169608,49753.31886263787,50014.52504960842,514.814420961806,2023-11-18 00:13:20
1700270000000,50014.52504960842,50070.54315362812,49773.996686911676,49848.726047424,505.1851327167324,2023-11-18 01:13:20
1700273600000,49848.726047424,49860.45878575488,49716.77923905233,49844.54572863117,495.78569441791495,2023-11-18 02:13:20
1700277200000,49844.54572863117,49974.184470108565,49822.77760830845,49953.96520486518,749.3884259935951,2023-11-18 03:13:20
1700280800000,49953.96520486518,50200.39943826285,49823.41732414974,50119.048474662784,210.50192081637954,2023-11-18 04:13:20
1700284400000,50119.048474662784,50286.465744581124,50086.63183941394,50255.439068921776,265.0715271838423,2023-11-18 05:13:20
1700288000000,50255.439068921776,50334.35396446401,50173.61700059843,50274.83826192032,1246.1936378427301,2023-11-18 06:13:20
1700291600000,50274.83826192032,50396.257123199095,49957.823698270375,50073.63478562038,595.831346981468,2023-11-18 07:13:20
1700295200000,50073.63478562038,50261.29329995724,50072.41010833569,50198.45874903081,648.6271857429158,2023-11-18 08:13:20
1700298800000,50198.45874903081,50281.33583182077,50100.94677568904,50213.61966066956,273.52869075106935,2023-11-18 09:13:20
1700302400000,50213.61966066956,50245.75824483486,50007.2270758835,50048.52022131106,481.86227640198734,2023-11-18 10:13:20
1700306000000,50048.52022131106,50072.88894246025,49859.5794850869,49884.07614219777,453.4715876855649,2023-11-18 11:13:20
1700309600000,49884.07614219777,49907.28113593354,49645.06004692438,49789.86848107411,903.7318871882776,2023-11-18 12:13:20
1700313200000,49789.86848107411,49811.2131962453,49615.08888026382,49646.179636823625,937.678108474776,2023-11-18 13:13:20
1700316800000,49646.179636823625,49833.70541446037,49644.27801603336,49817.71156146403,701.2646823189044,2023-11-18 14:13:20
1700320400000,49817.71156146403,49846.577425356045,49781.73707823174,49814.00893426555,613.6154717761615,2023-11-18 15:13:20
1700324000000,49814.00893426555,50071.15212841405,49803.13291941986,49917.878237113786,400.8558610494707,2023-11-18 16:13:20
1700327600000,49917.878237113786,50096.02908264459,49895.46898893274,50055.90703545601,206.29620039089744,2023-11-18 17:13:20
1700331200000,50055.90703545601,50152.74323355132,50053.45601803011,50075.44225516578,448.9991456227249,2023-11-18 18:13:20
1700334800000,50075.44225516578,50461.59805933331,49860.12400941462,50365.67097672479,583.6737814440248,2023-11-18 19:13:20
1700338400000,50365.67097672479,50558.469304642764,50146.69068340302,50540.135104068926,604.1491426775758,2023-11-18 20:13:20
1700342000000,50540.135104068926,50600.07436861333,50159.80116320179,50372.19073563277,462.8775108403805,2023-11-18 21:13:20
1700345600000,50372.19073563277,50387.23011428039,50186.18860574432,50220.36420332203,1138.085419607943,2023-11-18 22:13:20
1700349200000,50220.36420332203,50468.13933652548,50130.522736187195,50410.44897095924,445.9595857532529,2023-11-18 23:13:20
1700352800000,50410.44897095924,50593.59484754467,50028.45831748298,50146.40232955511,434.5878260523524,2023-11-19 00:13:20
1700356400000,50146.40232955511,50281.78956697165,49792.32143921167,49803.77542373693,818.9081559867309,2023-11-19 01:13:20
1700360000000,49803.77542373693,49863.712926032305,49484.365522006236,49484.889891978055,223.490296882371,2023-11-19 02:13:20
1700363600000,49484.889891978055,49547.17488521281,49288.11475474395,49394.876797682206,271.18974251064674,2023-11-19 03:13:20
1700367200000,49394.876797682206,49470.37980743046,49323.71530987332,49418.93592402458,762.3210459189346,2023-11-19 04:13:20
1700370800000,49418.93592402458,49546.70360621443,49078.881688679496,49112.11308987746,574.2432682782768,2023-11-19 05:13:20
1700374400000,49112.11308987746,49433.91094841125,48994.183371471074,49422.34348498196,233.75924070505448,2023-11-19 06:13:20
1700378000000,49422.34348498196,50010.027154202675,49397.447070134054,49834.49306995836,685.7854754771777,2023-11-19 07:13:20
1700381600000,49834.49306995836,50100.43141562862,49738.000723900346,49963.568259875385,543.0257299992197,2023-11-19 08:13:20
1700385200000,49963.568259875385,50351.127105887615,49845.24240860881,50175.2531572453,1219.6160888800503,2023-11-19 09:13:20
1700388800000,50175.2531572453,50247.0073828249,49971.13608514678,50121.37179035639,237.0473902098876,2023-11-19 10:13:20
1700392400000,50121.37179035639,50585.10504529214,49951.03354642088,50447.09489947065,227.7738494483094,2023-11-19 11:13:20
1700396000000,50447.09489947065,50527.177464067914,50240.350689466664,50523.90798925851,244.5600197563942,2023-11-19 12:13:20
1700399600000,50523.90798925851,50590.87524414151,50226.35426454785,50263.014089157536,669.9398931636777,2023-11-19 13:13:20
1700403200000,50263.014089157536,50368.93544134643,50153.97279596288,50160.240705690194,677.5711602506192,2023-11-19 14:13:20
1700406800000,50160.240705690194,50210.64535724198,49910.06973458584,49963.095496423084,596.4364161311721,2023-11-19 15:13:20
1700410400000,49963.095496423084,50066.61972866502,49886.32449389745,49941.689424432174,798.9389462944242,2023-11-19 16:13:20
1700414000000,49941.689424432174,50338.160806212625,49871.71687363292,50334.63445101545,306.989955367111,2023-11-19 17:13:20
1700417600000,50334.63445101545,50356.73141096877,50250.75217107294,50312.168841077284,578.7538550236525,2023-11-19 18:13:20
1700421200000,50312.168841077284,50369.75066514175,50178.563441840015,50206.06861155518,1350.9605823677923,2023-11-19 19:13:20
1700424800000,50206.06861155518,50342.75603829963,49738.53362776534,49903.03039911547,324.51801977818917,2023-11-19 20:13:20
1700428400000,49903.03039911547,50049.46680718098,49595.14231826995,50018.34179172663,759.7874557172884,2023-11-19 21:13:20
1700432000000,50018.34179172663,50113.89583578667,49832.113641404714,49992.758273430474,301.7318179336115,2023-11-19 22:13:20
1700435600000,49992.758273430474,50134.98364439024,49776.83083594936,49841.488124373616,740.7740018071975,2023-11-19 23:13:20
1700439200000,49841.488124373616,50267.08042708307,49840.69086024196,50178.916451388126,939.972069445013,2023-11-20 00:13:20
1700442800000,50178.916451388126,50280.518533050476,50026.60404366116,50194.39011291765,469.45502184232936,2023-11-20 01:13:20
1700446400000,50194.39011291765,50213.42398072602,49899.379056713886,49986.94088205236,891.399865482168,2023-11-20 02:13:20
1700450000000,49986.94088205236,50363.1180556057,49847.084124670444,50172.176391558685,481.4846183452854,2023-11-20 03:13:20
1700453600000,50172.176391558685,50220.88892993516,49982.80848531044,50042.04787773432,631.995384839908,2023-11-20 04:13:20
1700457200000,50042.04787773432,50134.84721496439,50015.00219515634,50051.75220332329,225.11905472456849,2023-11-20 05:13:20
1700460800000,50051.75220332329,50142.50856952745,49946.285460893174,50003.962593950004,577.695612912878,2023-11-20 06:13:20
1700464400000,50003.962593950004,50201.90155595473,49994.029363407084,50104.14603147488,575.6935616858946,2023-11-20 07:13:20
1700468000000,50104.14603147488,50158.48205071287,49704.00259935602,49770.264975250604,485.2993342965797,2023-11-20 08:13:20
1700471600000,49770.264975250604,49950.75318531706,49454.858900153784,49617.6131439421,224.042473330691,2023-11-20 09:13:20
1700475200000,49617.6131439421,49759.98930679684,49553.753898064366,49669.5576442864,1030.76003113448,2023-11-20 10:13:20
1700478800000,49669.5576442864,49790.65926426264,49591.158073776714,49656.34168455693,223.69933565820702,2023-11-20 11:13:20
1700482400000,49656.34168455693,49694.79723897991,49383.629730578694,49484.25901150014,488.4459347615744,2023-11-20 12:13:20
1700486000000,49484.25901150014,49764.36811937893,49431.27859370861,49651.39743391317,920.7843103289501,2023-11-20 13:13:20
1700489600000,49651.39743391317,49731.08695946021,49099.36132116966,49157.06853388771,301.52269302149637,2023-11-20 14:13:20
1700493200000,49157.06853388771,49291.69622723355,49148.40955514042,49231.29770856197,277.8386176960397,2023-11-20 15:13:20
1700496800000,49231.29770856197,49490.296205224055,49197.53744235445,49464.854120893935,405.9384830612337,2023-11-20 16:13:20
1700500400000,49464.854120893935,49508.109939675895,49327.88766184161,49367.33287607944,410.49224041013144,2023-11-20 17:13:20
1700504000000,49367.33287607944,49632.82792732326,49280.22040573627,49425.28784745872,363.0117660839206,2023-11-20 18:13:20
1700507600000,49425.28784745872,49706.33816919367,49221.475393940935,49665.53063189151,704.043155458702,2023-11-20 19:13:20
1700511200000,49665.53063189151,49700.68198029564,49289.53040976739,49291.37224768634,1038.2186561376413,2023-11-20 20:13:20
1700514800000,49291.37224768634,49378.66777532006,49208.431689567995,49356.75772243917,1305.5676545039425,2023-11-20 21:13:20
1700518400000,49356.75772243917,49480.96715344959,49208.89909786119,49403.880634060886,771.8770216034645,2023-11-20 22:13:20
1700522000000,49403.880634060886,49513.10870694985,49340.602447450256,49471.57991555977,1335.3464289021979,2023-11-20 23:13:20
1700525600000,49471.57991555977,49532.7752252015,49425.643825605744,49507.95316657147,624.9221847323959,2023-11-21 00:13:20
1700529200000,49507.95316657147,49759.6287124712,49500.79654284953,49674.02032988032,438.82872338255834,2023-11-21 01:13:20
1700532800000,49674.02032988032,49803.18250555829,49570.26633545453,49769.816295029595,455.0081994273735,2023-11-21 02:13:20
1700536400000,49769.816295029595,49867.69266660783,49671.41198196331,49715.84130797092,388.6502465224261,2023-11-21 03:13:20
1700540000000,49715.84130797092,49959.455563717755,49628.88071596035,49867.23903129999,877.8189294024754,2023-11-21 04:13:20
1700543600000,49867.23903129999,50137.60559320054,49789.86011138964,49949.926011944735,822.3273516557085,2023-11-21 05:13:20
1700547200000,49949.926011944735,50099.53044309365,49528.74539652847,49594.18196216388,227.79233545522754,2023-11-21 06:13:20
1700550800000,49594.18196216388,49762.72459215768,49349.606764202195,49650.17568742784,264.61059098761376,2023-11-21 07:13:20
1700554400000,49650.17568742784,49744.63130873869,49602.074764254176,49672.05464634882,311.9420121395657,2023-11-21 08:13:20
1700558000000,49672.05464634882,49719.20148206242,49325.75730561225,49513.959755259755,872.7100230774888,2023-11-21 09:13:20
1700561600000,49513.959755259755,49883.71864823075,49414.999273233894,49832.597080587635,262.89346004982406,2023-11-21 10:13:20
1700565200000,49832.597080587635,49953.16121489247,49663.35061761615,49843.74206304537,964.7751597303069,2023-11-21 11:13:20
1700568800000,49843.74206304537,49886.43017004011,49710.93004580356,49812.140483329575,1027.4283359328847,2023-11-21 12:13:20
1700572400000,49812.140483329575,49984.1063968408,49683.14439335547,49976.77460012196,847.539386031808,2023-11-21 13:13:20
1700576000000,49976.77460012196,50143.6767526509,49883.65852512757,49909.61766026393,951.571476559053,2023-11-21 14:13:20
1700579600000,49909.61766026393,49936.8900172387,49590.78038315259,49860.46904744674,227.14743325890612,2023-11-21 15:13:20
1700583200000,49860.46904744674,49930.08968392808,49629.38653191047,49814.282141405005,763.2825147738787,2023-11-21 16:13:20
1700586800000,49814.282141405005,49924.93473227917,49503.16842296906,49760.50440329404,229.60921700724413,2023-11-21 17:13:20
1700590400000,49760.50440329404,49765.70277038763,49740.69592721725,49763.29026167663,272.18020596197124,2023-11-21 18:13:20
1700594000000,49763.29026167663,49817.97615580067,49645.28253327899,49648.557860300585,471.71238556688246,2023-11-21 19:13:20
1700597600000,49648.557860300585,49659.200883069774,49480.49098202307,49505.98870376515,951.9964942913443,2023-11-21 20:13:20
1700601200000,49505.98870376515,49615.139388957396,48851.18622283678,48975.794742086546,1236.6951162040748,2023-11-21 21:13:20
1700604800000,48975.794742086546,49012.93882868612,48766.506053798694,48907.25722327048,588.9083437954376,2023-11-21 22:13:20
1700608400000,48907.25722327048,49082.48426761284,48591.574214862565,48685.14205417731,835.7775474970794,2023-11-21 23:13:20
1700612000000,48685.14205417731,48942.38164410768,48632.69002754933,48829.47646698596,444.68728061395905,2023-11-22 00:13:20
1700615600000,48829.47646698596,48900.776310003195,48561.018365391756,48585.05090520757,387.41040377479874,2023-11-22 01:13:20
1700619200000,48585.05090520757,48771.66922999688,48548.95428862567,48727.24289884827,779.6649016821241,2023-11-22 02:13:20
1700622800000,48727.24289884827,48788.8364595427,48451.72010753145,48511.03023332829,354.77321965699514,2023-11-22 03:13:20
1700626400000,48511.03023332829,48701.36819541524,48418.6275314076,48576.25683777671,292.4510682214945,2023-11-22 04:13:20
1700630000000,48576.25683777671,48681.157760360395,48401.27786461863,48471.7122336729,904.2306481817799,2023-11-22 05:13:20
1700633600000,48471.7122336729,48532.31322880746,48032.34346371849,48160.38639896812,1077.3970909921823,2023-11-22 06:13:20
1700637200000,48160.38639896812,48330.03203579712,47722.89877067111,47744.000517391374,248.35655593519618,2023-11-22 07:13:20
1700640800000,47744.000517391374,47783.91412882658,47631.2532297871,47635.016700029584,751.6509410082607,2023-11-22 08:13:20
1700644400000,47635.016700029584,47672.892405908184,47598.6554788082,47657.862229761995,228.47281186053374,2023-11-22 09:13:20
1700648000000,47657.862229761995,47890.43942280607,47523.04368755142,47719.42258354041,571.6320470113575,2023-11-22 10:13:20
1700651600000,47719.42258354041,47771.994004801265,47717.57919023387,47753.595671166,373.79085268083554,2023-11-22 11:13:20
1700655200000,47753.595671166,47831.42614370623,47626.05920959436,47645.643735104124,689.1863888075161,2023-11-22 12:13:20
1700658800000,47645.643735104124,47897.552646670796,47542.72817137156,47727.294286247015,436.2987412065215,2023-11-22 13:13:20
1700662400000,47727.294286247015,47876.76933150434,47560.746841800756,47778.50023310979,707.1850325090652,2023-11-22 14:13:20
1700666000000,47778.50023310979,47906.45792978336,47347.84352907389,47410.32538684346,213.04552510541689,2023-11-22 15:13:20
1700669600000,47410.32538684346,47586.43157225263,47391.648710395755,47513.857190937284,577.6914661766613,2023-11-22 16:13:20
1700673200000,47513.857190937284,47654.52330062211,47299.230305727804,47391.553630338894,875.8423028081668,2023-11-22 17:13:20
1700676800000,47391.553630338894,47496.91780999968,47101.439090860236,47196.37897974343,1516.1910324186954,2023-11-22 18:13:20
1700680400000,47196.37897974343,47313.526172289094,47110.543201725304,47295.04255991961,550.1549397044957,2023-11-22 19:13:20
1700684000000,47295.04255991961,47307.243541384145,46923.90654084518,47179.91499467206,248.02994986232494,2023-11-22 20:13:20
1700687600000,47179.91499467206,47480.08730244178,47176.41614562236,47409.769659929196,1085.400317817755,2023-11-22 21:13:20
1700691200000,47409.769659929196,47591.014515728886,47213.6010548261,47284.37624837164,481.2333879471338,2023-11-22 22:13:20
1700694800000,47284.37624837164,47508.11324114542,47222.19525214992,47410.85779618275,985.1123599452283,2023-11-22 23:13:20
1700698400000,47410.85779618275,47435.6096597379,47257.98701810777,47265.430361017774,510.336048775339,2023-11-23 00:13:20
1700702000000,47265.430361017774,47434.50499707544,47227.41057591718,47300.97056120443,505.2928726419116,2023-11-23 01:13:20
1700705600000,47300.97056120443,47521.0067233461,47217.578345749534,47412.928650790636,429.5900396142183,2023-11-23 02:13:20
1700709200000,47412.928650790636,47579.02474414223,47355.933686585646,47398.89550849891,303.8438435815556,2023-11-23 03:13:20
1700712800000,47398.89550849891,47580.88613352001,47290.78985445808,47453.21127593798,726.5764266664518,2023-11-23 04:13:20
1700716400000,47453.21127593798,47521.36134567524,47442.4684075536,47445.30024516665,214.8780697478726,2023-11-23 05:13:20
1700720000000,47445.30024516665,47684.56147918358,47435.68816747255,47632.957006361845,431.13764435252125,2023-11-23 06:13:20
1700723600000,47632.957006361845,47663.87421870871,47523.84438371201,47546.05776087538,439.3743108317386,2023-11-23 07:13:20
1700727200000,47546.05776087538,47886.66971621204,47527.370596459245,47797.20898599009,419.8655291370875,2023-11-23 08:13:20
1700730800000,47797.20898599009,48106.26004051199,47694.02453204322,48086.60456286083,942.780186518486,2023-11-23 09:13:20
1700734400000,48086.60456286083,48228.97769559703,48078.37616393329,48140.014616034685,732.7401875326756,2023-11-23 10:13:20
1700738000000,48140.014616034685,48280.949360053244,47806.667113652686,48036.55692601461,381.41928021982955,2023-11-23 11:13:20
1700741600000,48036.55692601461,48181.89537372638,47789.49920716138,47947.45642173445,461.43001357663417,2023-11-23 12:13:20
1700745200000,47947.45642173445,47975.6348826205,47728.97400721185,47863.41905831528,659.325973242099,2023-11-23 13:13:20
1700748800000,47863.41905831528,47940.19881482569,47659.12241622619,47662.59090496487,317.10736626826036,2023-11-23 14:13:20
1700752400000,47662.59090496487,48072.52640760156,47564.15866511721,47972.69100352768,306.9944221127545,2023-11-23 15:13:20
1700756000000,47972.69100352768,48040.17295274434,47850.52605944096,47962.79826159719,391.2048730920253,2023-11-23 16:13:20
1700759600000,47962.79826159719,48045.333829640615,47933.88139720641,47996.0887032398,1427.6500699554472,2023-11-23 17:13:20
1700763200000,47996.0887032398,48049.188398739985,47806.226653747064,47868.54070638954,477.73855958012734,2023-11-23 18:13:20
1700766800000,47868.54070638954,47987.442359500295,47599.01285612925,47741.06328092824,485.37314687473815,2023-11-23 19:13:20
1700770400000,47741.06328092824,47788.20483656688,47519.3698618793,47574.5921663074,516.4659088777554,2023-11-23 20:13:20
1700774000000,47574.5921663074,47766.75118197738,47419.84164617439,47615.17677047766,1097.9388365477607,2023-11-23 21:13:20
1700777600000,47615.17677047766,47653.94692647125,47464.03249330829,47492.61903238078,367.2283949935125,2023-11-23 22:13:20
1700781200000,47492.61903238078,47825.348340791985,47474.92430963138,47624.32788691535,599.1486222692268,2023-11-23 23:13:20
1700784800000,47624.32788691535,47697.42089090954,47345.151344025064,47348.46404131244,1097.2789317588938,2023-11-24 00:13:20
1700788400000,47348.46404131244,47370.84283647633,47243.29949189793,47244.94178150521,794.196636724042,2023-11-24 01:13:20
1700792000000,47244.94178150521,47803.415143971964,47195.99783725339,47750.328266679935,722.080438534536,2023-11-24 02:13:20
1700795600000,47750.328266679935,48071.377297178806,47691.93544814734,47886.7065646052,379.6460453935298,2023-11-24 03:13:20
1700799200000,47886.7065646052,48115.707888801946,47804.65834648546,48004.83753074366,453.6370155536489,2023-11-24 04:13:20
1700802800000,48004.83753074366,48335.10202770606,47866.62163163991,48218.17246866149,524.3549437948213,2023-11-24 05:13:20
1700806400000,48218.17246866149,48232.84383730483,48064.09795594728,48184.74885259812,608.467835493618,2023-11-24 06:13:20
1700810000000,48184.74885259812,48297.81739560543,48181.874370304635,48258.483514372696,839.2259313036493,2023-11-24 07:13:20
1700813600000,48258.483514372696,48301.34698279229,48122.497900274706,48296.70332797668,573.1267830136103,2023-11-24 08:13:20
1700817200000,48296.70332797668,48642.125636535435,48265.925504481376,48425.80016420489,309.57516383196946,2023-11-24 09:13:20
1700820800000,48425.80016420489,48633.422228923395,48416.270610966196,48475.676900947044,339.5107628851696,2023-11-24 10:13:20
1700824400000,48475.676900947044,48615.91711520599,48431.03353949199,48597.256202890356,297.0449964491538,2023-11-24 11:13:20
1700828000000,48597.256202890356,48914.634082803415,48583.95923547567,48811.98255286231,550.0604074695866,2023-11-24 12:13:20
1700831600000,48811.98255286231,49203.31056912566,48756.090368135156,49050.99187864728,388.60593753226044,2023-11-24 13:13:20
1700835200000,49050.99187864728,49370.67171060144,48995.47192597796,49364.09668449414,1140.578534720295,2023-11-24 14:13:20
1700838800000,49364.09668449414,49583.97728015615,49030.49245940556,49074.4939044109,451.02711217630554,2023-11-24 15:13:20
1700842400000,49074.4939044109,49145.329549140835,48845.86726960763,48870.24734098475,482.03931536836416,2023-11-24 16:13:20
1700846000000,48870.24734098475,48957.493073812766,48549.16634345471,48614.186461250574,249.58793188969145,2023-11-24 17:13:20
